"","A","M","Time","Event","As","W","I"
"4432",NA,0.145,50,0,-0.176,0.016,0
"4433",NA,-0.177,50,0,-0.381,-0.241,0
"4434",NA,-0.304,40.2,1,0.723,-0.617,0
"4435",NA,-0.788,50,0,-1.006,-0.071,0
"4436",NA,0.429,26.7,0,0.214,0.936,0
"4437",NA,0.864,6.2,0,-0.342,0.461,0
"4438",NA,0.316,33.2,1,0.781,0.915,0
"4439",NA,-0.62,50,0,-1.006,-1.285,0
"4440",NA,1.05,50,0,-1.557,0.481,0
"4441",NA,1.081,50,0,0.721,0.112,0
"4442",NA,-0.187,50,0,-0.04,0.757,0
"4443",NA,1.052,50,0,-0.661,0.458,0
"4444",NA,-0.595,16.1,0,-0.941,-0.08,0
"4445",NA,-1.547,50,0,-1.437,-0.529,0
"4446",NA,-0.874,18.8,0,0.674,-1.056,0
"4447",NA,-0.377,13.3,0,0.126,-0.594,0
"4448",NA,-0.467,50,0,-0.399,1.087,0
"4449",NA,-0.983,46.3,1,-0.633,0.304,0
"4450",NA,0.714,22.3,0,0.98,-0.968,0
"4451",NA,-0.204,50,0,-0.154,0.652,0
"4452",NA,-1.278,32.1,0,-0.437,1.029,0
"4453",NA,-0.914,50,0,-0.353,0.239,0
"4454",NA,-0.367,50,0,0.315,-0.267,0
"4455",NA,-0.012,50,0,-1.417,-1.391,0
"4456",NA,-1.291,2.7,0,0.79,-0.334,0
"4457",NA,-0.589,47.1,0,-0.002,-0.875,0
"4458",NA,0.693,40,1,-1.112,0.868,0
"4459",NA,-0.856,25.1,0,-1.366,-0.081,0
"4460",NA,-0.093,50,0,0.184,0.883,0
"4461",NA,-0.704,50,0,-1.179,-0.422,0
"4462",NA,-0.07,48.1,1,0.483,-0.287,0
"4463",NA,0.878,49.7,0,-0.733,0.46,0
"4464",NA,-1.053,48.1,1,-0.162,-0.834,0
"4465",NA,0.283,50,0,-0.032,-0.292,0
"4466",NA,-0.48,20,0,-0.295,0.576,0
"4467",NA,0.304,50,0,-1.773,0.062,0
"4468",NA,1.5,12.3,0,0.598,-0.215,0
"4469",NA,0.1,50,0,0.127,-0.405,0
"4470",NA,1.097,50,0,-0.991,0.226,0
"4471",NA,0.328,50,0,-0.35,1.049,0
"4472",NA,-0.922,50,0,-0.552,0.083,0
"4473",NA,1.101,38.8,1,-0.376,-0.331,0
"4474",NA,-0.225,19.6,0,0.425,1.241,0
"4475",NA,0.303,50,0,-0.11,-1.396,0
"4476",NA,-1.182,50,0,-2.01,0.441,0
"4477",NA,-0.594,50,0,-0.369,-0.825,0
"4478",NA,0.25,29.4,1,0.656,0.487,0
"4479",NA,-0.42,42.4,0,-0.46,0.427,0
"4480",NA,0.16,50,0,-0.68,-0.559,0
"4481",NA,-0.106,50,0,-0.692,1.543,0
"4482",NA,-0.384,11.6,0,-0.431,-1.344,0
"4483",NA,0.955,50,0,-0.282,0.879,0
"4484",NA,0.713,50,0,0.47,0.151,0
"4485",NA,-0.721,36,0,0.149,-1.885,0
"4486",NA,-0.013,42.4,0,-0.777,-0.726,0
"4487",NA,-0.442,50,0,-0.812,0.126,0
"4488",NA,-0.135,50,0,0.084,0.241,0
"4489",NA,0.941,50,0,1.241,-0.029,0
"4490",NA,0.866,50,0,0.281,0.132,0
"4491",NA,-0.162,30.9,0,-0.229,0.767,0
"4492",NA,0.654,50,0,0.149,1.146,0
"4493",NA,0.355,50,0,0.332,1.118,0
"4494",NA,0.357,50,0,0.582,-0.003,0
"4495",NA,-0.094,50,0,1.515,-1.139,0
"4496",NA,1.379,37.1,1,-0.339,-0.774,0
"4497",NA,-0.076,11.2,0,-0.394,1.286,0
"4498",NA,-1.352,8.7,0,0.652,-0.335,0
"4499",NA,0.386,28.2,0,0.209,-0.054,0
"4500",NA,-0.361,40.6,0,-0.25,0.527,0
"4501",NA,0.32,50,0,1.101,0.241,0
"4502",NA,0.159,26.7,0,0.343,0.273,0
"4503",NA,0.515,32.4,1,-0.181,1.751,0
"4504",NA,1.222,18.8,0,0.308,-0.56,0
"4505",NA,-1.293,50,0,-0.196,-0.723,0
"4506",NA,0.461,2,0,0.367,-0.422,0
"4507",NA,0.793,50,0,0.268,-0.358,0
"4508",NA,1.259,20,0,0.864,0.735,0
"4509",NA,-0.564,14.7,0,1.513,-0.149,0
"4510",NA,-0.756,34.1,0,-0.149,1.137,0
"4511",NA,-0.953,50,0,-0.167,-0.432,0
"4512",NA,-0.393,18.9,0,0.084,0.027,0
"4513",NA,1.003,33.3,0,0.632,0.119,0
"4514",NA,0.264,50,0,-0.977,-0.31,0
"4515",NA,0.529,49,1,0.77,0.561,0
"4516",NA,0.419,50,0,0.281,-0.252,0
"4517",NA,-0.307,7.8,0,-0.463,-0.768,0
"4518",NA,0.602,21.6,0,-0.083,0.813,0
"4519",NA,-0.021,0.1,0,-0.096,-1.217,0
"4520",NA,-0.354,15.9,0,0.418,-0.916,0
"4521",NA,-0.864,50,0,-1.069,-0.72,0
"4522",NA,-0.225,21.1,0,-0.012,-0.431,0
"4523",NA,-0.887,50,0,0.324,-1.433,0
"4524",NA,0.529,49.3,0,-0.153,-0.561,0
"4525",NA,0.067,2.2,0,0.151,-0.598,0
"4526",NA,0.496,37.4,0,1.432,-0.012,0
"4527",NA,-0.435,50,0,0.614,1.243,0
"4528",NA,-0.188,33.1,0,-0.575,-0.971,0
"4529",NA,0.808,50,0,0.798,0.457,0
"4530",NA,-0.786,50,0,-0.183,0.087,0
"4531",NA,0.859,39.8,0,-0.317,-0.535,0
"4532",NA,0.829,50,0,0.93,0.101,0
"4533",NA,-0.569,50,0,0.536,0.561,0
"4534",NA,-0.271,45.9,0,-0.585,-0.712,0
"4535",NA,-0.204,29.2,0,-0.5,0.806,0
"4536",NA,-0.383,1.4,0,0.28,0.291,0
"4537",NA,-0.705,12.1,0,0.251,0.358,0
"4538",NA,0.511,10.3,0,0.181,0.252,0
"4539",NA,1.119,50,0,0.136,0.456,0
"4540",NA,-0.137,23.2,0,1.252,0.497,0
"4541",NA,-0.132,42,1,0.269,-0.712,0
"4542",NA,-0.284,19.2,0,-1.25,-0.002,0
"4543",NA,-0.137,50,0,0.677,-0.477,0
"4544",NA,0.635,50,0,1.128,0.686,0
"4545",NA,1.83,47,1,-0.358,-0.098,0
"4546",NA,-0.121,47.4,1,-0.954,1.915,0
"4547",NA,-0.215,50,0,0.112,-0.858,0
"4548",NA,0.444,50,0,-0.696,0.383,0
"4549",NA,0.378,50,0,-0.178,-0.35,0
"4550",NA,-0.237,50,0,0.867,1.216,0
"4551",NA,0.431,50,0,-0.17,-0.707,0
"4552",NA,0.455,41.4,0,0.454,-0.085,0
"4553",NA,0.438,50,0,-0.723,0.712,0
"4554",NA,-1.551,50,0,-0.593,-2.385,0
"4555",NA,0.45,25.8,0,0.443,-0.232,0
"4556",NA,1.483,12.8,0,0.472,-0.005,0
"4557",NA,-0.449,50,0,-0.962,-0.477,0
"4558",NA,-0.051,50,0,0.568,0.851,0
"4559",NA,0.206,50,0,1.488,-0.515,0
"4560",NA,-0.294,50,0,1.073,1.848,0
"4561",NA,-1.199,35.1,0,-0.785,-2.147,0
"4562",NA,0.352,50,0,0.287,0.036,0
"4563",NA,1.01,50,0,0.201,0.487,0
"4564",NA,-1.473,10.4,0,-1.385,-0.297,0
"4565",NA,0.143,20.3,0,0.874,0.04,0
"4566",NA,0.367,50,0,0.674,0.382,0
"4567",NA,0.209,50,0,-2.099,-0.041,0
"4568",NA,-0.369,50,0,0.278,0.725,0
"4569",NA,-0.497,50,0,0.61,1.66,0
"4570",NA,0.094,23,0,-0.598,-0.679,0
"4571",NA,-0.039,50,0,-0.026,0.221,0
"4572",NA,0.465,46.5,0,0.869,0.459,0
"4573",NA,-0.452,49.1,0,0.993,0.6,0
"4574",NA,-0.381,22.4,0,-0.723,0.599,0
"4575",NA,-0.702,40.1,0,-0.897,-0.781,0
"4576",NA,-0.614,50,0,0.361,0.41,0
"4577",NA,0.402,40,0,-0.173,0.488,0
"4578",NA,0.084,1.1,0,1.171,-0.596,0
"4579",NA,0.07,50,0,-0.263,0.487,0
"4580",NA,0.695,50,0,0.261,-0.891,0
"4581",NA,-0.795,40.1,0,-0.003,-0.32,0
"4582",NA,-1.636,50,0,-0.427,-0.571,0
"4583",NA,-0.407,18.1,0,-0.558,0.618,0
"4584",NA,0.755,50,0,0.183,1.11,0
"4585",NA,-0.147,11.5,0,-0.481,0.881,0
"4586",NA,0.311,50,0,0.705,0.333,0
"4587",NA,-0.149,50,0,0.235,-0.384,0
"4588",NA,-0.328,50,0,-0.388,0.008,0
"4589",NA,-0.747,3.3,0,-0.306,-0.615,0
"4590",NA,1.424,44,0,0.688,-0.992,0
"4591",NA,0.056,50,0,-0.418,0.413,0
"4592",NA,-1.771,19.5,0,-0.303,-1.01,0
"4593",NA,1.255,48.9,1,0.653,1.327,0
"4594",NA,-1.212,50,0,0.08,-0.129,0
"4595",NA,-0.275,50,0,-0.642,0.57,0
"4596",NA,0.321,50,0,-0.169,1.144,0
"4597",NA,-0.375,50,0,-0.745,-1.493,0
"4598",NA,-0.082,50,0,-0.488,-0.695,0
"4599",NA,-1.175,50,0,-0.066,0.493,0
"4600",NA,1.103,20.5,0,1.154,0.222,0
"4601",NA,-0.181,49.7,0,-0.296,-0.493,0
"4602",NA,0.189,12.8,0,0.813,-0.643,0
"4603",NA,-1.181,48.9,0,0.087,0.189,0
"4604",NA,-0.172,50,0,-0.744,-0.704,0
"4605",NA,0.041,50,0,-0.029,0.229,0
"4606",NA,0.613,50,0,0.171,0.374,0
"4607",NA,-0.205,14.4,0,-0.262,1.243,0
"4608",NA,-0.759,50,0,0.256,-1.053,0
"4609",NA,-0.059,50,0,0.16,0.612,0
"4610",NA,2.101,22.1,0,-0.027,0.79,0
"4611",NA,0.91,49.6,1,0.642,1.404,0
"4612",NA,1.376,50,0,-0.315,-0.58,0
"4613",NA,0.47,6.1,0,-0.521,-0.933,0
"4614",NA,-0.149,50,0,0.026,-0.94,0
"4615",NA,0.13,50,0,0.441,-1.736,0
"4616",NA,0.607,50,0,-0.1,-1.143,0
"4617",NA,0.204,50,0,-0.204,0.531,0
"4618",NA,-0.338,36.9,1,1.396,-0.183,0
"4619",NA,-0.036,48.2,0,0.191,-0.345,0
"4620",NA,0.52,50,0,0.74,-0.468,0
"4621",NA,-0.222,50,0,-1.475,0.07,0
"4622",NA,0.713,50,0,0.165,-0.424,0
"4623",NA,-0.091,50,0,0.229,-0.056,0
"4624",NA,0.014,42.7,1,0.769,-0.669,0
"4625",NA,1.192,44.5,1,1.083,0.151,0
"4626",NA,-0.175,50,0,0.62,-0.302,0
"4627",NA,0.235,50,0,-0.267,-0.324,0
"4628",NA,0.475,50,0,-0.363,0.006,0
"4629",NA,-1.015,28.3,0,0.384,0.491,0
"4630",NA,-1.67,22.3,0,0.336,-0.851,0
"4631",NA,0.456,50,0,0.919,-0.262,0
"4632",NA,-0.266,50,0,-1.005,-0.183,0
"4633",NA,1.471,50,0,0.079,0.035,0
"4634",NA,1.677,25.9,1,1.03,0.678,0
"4635",NA,0.512,50,0,0.801,-1.453,0
"4636",NA,0.891,45.4,0,-0.471,1.035,0
"4637",NA,0.139,33.6,1,-0.292,0.77,0
"4638",NA,-0.496,10.8,0,-0.248,0.57,0
"4639",NA,0.694,50,0,0.314,-0.343,0
"4640",NA,0.667,50,0,0.799,-0.529,0
"4641",NA,0.614,41.7,0,-1.007,1.348,0
"4642",NA,0.086,34.6,0,0.379,-0.007,0
"4643",NA,0.539,3.4,0,-0.307,-0.331,0
"4644",NA,-0.37,50,0,-1.087,-1.666,0
"4645",NA,-0.445,50,0,-0.915,-0.191,0
"4646",NA,-0.517,34.7,0,-0.446,-0.072,0
"4647",NA,1.155,5.9,0,0.082,-0.572,0
"4648",NA,0.923,33.5,0,1.108,0.478,0
"4649",NA,1.228,50,0,-0.041,0.151,0
"4650",NA,0.365,50,0,-0.246,0.671,0
"4651",NA,-0.016,5.9,0,-0.528,0.669,0
"4652",NA,-0.257,50,0,-0.517,-0.031,0
"4653",NA,0.621,50,0,0.007,-0.05,0
"4654",NA,0.564,42.2,1,-0.611,1.195,0
"4655",NA,0.397,50,0,-2.248,0.447,0
"4656",NA,-1.621,50,0,-0.69,-1.55,0
"4657",NA,-0.368,50,0,0.008,-0.025,0
"4658",NA,1.442,46.2,1,-0.345,-0.629,0
"4659",NA,0.003,43.3,0,0.818,0.279,0
"4660",NA,0.442,50,0,0.475,0.442,0
"4661",NA,1.294,6.8,0,-0.087,0.1,0
"4662",NA,0.833,34.1,0,-0.025,0.622,0
"4663",NA,1.065,10.3,0,-0.848,-0.81,0
"4664",NA,-0.902,3,0,-0.835,-1.291,0
"4665",NA,-0.877,28.4,0,-0.353,0.11,0
"4666",NA,-0.672,50,0,-1.114,-0.621,0
"4667",NA,-0.029,50,0,0.41,-0.45,0
"4668",NA,0.079,33.5,0,0.412,-0.158,0
"4669",NA,-0.054,33,0,-0.639,0.221,0
"4670",NA,-0.246,50,0,1.362,-0.595,0
"4671",NA,1.123,50,0,0.652,-0.934,0
"4672",NA,-0.289,50,0,0.185,-0.348,0
"4673",NA,0.054,50,0,0.346,-0.216,0
"4674",NA,1.355,20.6,0,-0.076,0.373,0
"4675",NA,0.67,13,0,0.564,0.436,0
"4676",NA,-0.51,42.4,1,-0.113,-0.26,0
"4677",NA,0.397,50,0,-0.929,1.642,0
"4678",NA,-0.506,50,0,0.577,0.599,0
"4679",NA,0.447,50,0,-0.31,-0.76,0
"4680",NA,0.871,50,0,-0.296,-0.448,0
"4681",NA,0.326,39,0,0.428,-0.776,0
"4682",NA,0.065,32.1,0,0.704,-0.779,0
"4683",NA,0.168,50,0,-0.755,0.277,0
"4684",NA,0.557,21.3,0,0.887,0.742,0
"4685",NA,0.887,50,0,0.111,0.354,0
"4686",NA,0.468,45.3,1,1.696,0.529,0
"4687",NA,0.969,50,0,0.442,-0.261,0
"4688",NA,1.432,50,0,0.751,1.244,0
"4689",NA,1.481,50,0,0.542,0.114,0
"4690",NA,0.841,50,0,-0.06,0.2,0
"4691",NA,-0.085,50,0,0.176,-0.547,0
"4692",NA,1.085,50,0,0.367,-0.14,0
"4693",NA,-0.429,1.5,0,-0.318,-0.848,0
"4694",NA,-0.291,50,0,0.792,-0.054,0
"4695",NA,-1.342,50,0,-0.557,-1.006,0
"4696",NA,-0.677,9.6,0,0.099,-0.404,0
"4697",NA,-0.264,44.8,0,-0.237,0.233,0
"4698",NA,0.702,32.3,0,-0.848,0.783,0
"4699",NA,1.104,50,0,0.05,-0.354,0
"4700",NA,0.083,50,0,0.258,-0.319,0
"4701",NA,0.612,50,0,1.372,0.64,0
"4702",NA,0.545,50,0,-0.866,-0.166,0
"4703",NA,-0.566,50,0,0.334,-1.542,0
"4704",NA,0.931,50,0,0.296,0.454,0
"4705",NA,-0.634,50,0,-1.071,-1.192,0
"4706",NA,-0.302,23.4,0,0.083,0.335,0
"4707",NA,-2.201,40.6,0,-0.421,0.165,0
"4708",NA,0.135,17.3,0,0.511,0.551,0
"4709",NA,0.258,7.6,0,-0.043,1.324,0
"4710",NA,-0.627,7.6,0,-0.54,-1.004,0
"4711",NA,0.41,50,0,-0.128,-0.125,0
"4712",NA,-0.011,41.2,1,-0.184,0.296,0
"4713",NA,0.12,11.9,0,0.827,1.267,0
"4714",NA,-0.849,50,0,0.087,0.014,0
"4715",NA,-0.124,50,0,0.757,-0.147,0
"4716",NA,0.23,23.3,0,-0.548,1.088,0
"4717",NA,0.24,30.8,0,-0.389,0.091,0
"4718",NA,-0.113,50,0,-0.285,-0.16,0
"4719",NA,0.752,5.8,0,0.827,-0.983,0
"4720",NA,0.854,50,0,-1.819,-0.595,0
"4721",NA,-0.762,50,0,0.299,-0.84,0
"4722",NA,0.002,8.6,0,-0.807,0.402,0
"4723",NA,-1.459,50,0,-0.312,0.047,0
"4724",NA,-0.065,44.6,0,0.119,-0.238,0
"4725",NA,0.681,46.8,1,0.851,0.062,0
"4726",NA,0.541,50,0,-0.005,-0.067,0
"4727",NA,-0.374,33.7,0,-0.434,-0.269,0
"4728",NA,-0.293,50,0,0.464,0.511,0
"4729",NA,-0.159,50,0,-0.532,0.217,0
"4730",NA,-0.351,50,0,-0.814,-0.758,0
"4731",NA,0.059,4.4,0,0.421,-0.736,0
"4732",NA,1.238,50,0,0.395,-0.808,0
"4733",NA,-0.15,50,0,-0.036,-0.68,0
"4734",NA,0.49,50,0,0.513,-0.77,0
"4735",NA,-0.809,50,0,-0.626,1.006,0
"4736",NA,-0.085,17.4,0,-0.495,0.06,0
"4737",NA,0.085,14.1,0,0.233,-0.28,0
"4738",NA,1.048,50,0,1.198,0.42,0
"4739",NA,-0.346,42.4,0,-0.341,0.984,0
"4740",NA,0.241,50,0,0.602,-0.029,0
"4741",NA,0.617,43.6,0,0.163,-0.831,0
"4742",NA,0.226,50,0,0.042,-0.721,0
"4743",NA,-1.499,7.9,0,0.668,-0.341,0
"4744",NA,1.135,50,0,-0.113,0.996,0
"4745",NA,-0.701,47.5,0,0.018,0.268,0
"4746",NA,0.42,42,0,1.212,0.409,0
"4747",NA,0.05,1.6,0,-0.007,-0.893,0
"4748",NA,0.428,2,0,-0.343,-1.032,0
"4749",NA,0.462,50,0,-0.198,0.04,0
"4750",NA,0.243,39.4,1,0.494,-1.818,0
"4751",NA,-1.139,50,0,0.726,-1.102,0
"4752",NA,0.201,6.6,0,0.931,0.477,0
"4753",NA,-0.168,50,0,0.656,-0.044,0
"4754",NA,0.644,32.5,0,-0.221,0.519,0
"4755",NA,0.656,30.8,0,-0.051,-0.685,0
"4756",NA,-0.147,29.4,0,-1.122,0.599,0
"4757",NA,1.44,50,0,-0.1,-0.2,0
"4758",NA,-0.395,50,0,-0.175,-0.445,0
"4759",NA,-1.005,50,0,-0.814,0.506,0
"4760",NA,0.337,45.7,0,0.821,-0.256,0
"4761",NA,-0.017,49.6,0,0.601,0.252,0
"4762",NA,0.419,50,0,0.72,-0.427,0
"4763",NA,0.086,50,0,-0.003,-0.746,0
"4764",NA,-0.185,48.1,0,-0.17,0.557,0
"4765",NA,-0.17,50,0,0.405,-0.863,0
"4766",NA,-1.291,50,0,-0.018,-0.187,0
"4767",NA,0.619,19.5,0,-0.547,-1.178,0
"4768",NA,0.535,50,0,-0.489,0.95,0
"4769",NA,0.014,1.6,0,-0.069,0.803,0
"4770",NA,-0.538,50,0,-0.301,-0.461,0
"4771",NA,-0.739,25,0,-0.51,-0.704,0
"4772",NA,-0.482,50,0,0.234,0.015,0
"4773",NA,-0.564,30.9,0,-0.971,-0.223,0
"4774",NA,-0.81,27.7,0,-1.034,0.665,0
"4775",NA,-0.706,50,0,-0.651,-0.715,0
"4776",NA,-0.741,32.2,1,0.431,1.208,0
"4777",NA,0.312,50,0,-0.245,0.346,0
"4778",NA,1.016,50,0,0.29,0.592,0
"4779",NA,-0.309,50,0,-0.347,-0.369,0
"4780",NA,0.494,49.3,1,-0.466,-0.692,0
"4781",NA,0.532,36.3,0,-0.983,-0.397,0
"4782",NA,1.025,38.8,1,0.675,0.268,0
"4783",NA,0.172,39.9,1,0.671,0.126,0
"4784",NA,-0.661,50,0,0.731,0.637,0
"4785",NA,-0.209,40.9,1,-0.119,1.382,0
"4786",NA,0.229,50,0,-0.465,-0.044,0
"4787",NA,0.529,37.5,1,0.673,-0.325,0
"4788",NA,-0.417,50,0,-0.435,0.179,0
"4789",NA,0.544,50,0,-0.887,0.673,0
"4790",NA,-0.206,50,0,-0.905,-0.489,0
"4791",NA,1.059,49.1,1,0.086,0.004,0
"4792",NA,-0.957,4.7,0,0.177,0.292,0
"4793",NA,-0.85,48.3,1,0.161,0.533,0
"4794",NA,-0.079,32.9,0,0.011,0.3,0
"4795",NA,0.836,38.7,1,-0.404,0.246,0
"4796",NA,0.647,3,0,-0.306,-0.896,0
"4797",NA,-0.374,14.3,0,-0.187,0.277,0
"4798",NA,0.518,50,0,0.241,-0.632,0
"4799",NA,0.1,6.2,0,0.033,-0.05,0
"4800",NA,0.29,50,0,-0.201,-1.653,0
"4801",NA,0.611,9,0,-0.387,1.189,0
"4802",NA,0.252,50,0,-0.624,-0.04,0
"4803",NA,-1.309,18.6,0,0.037,-0.039,0
"4804",NA,0.231,31.7,0,1.089,0.042,0
"4805",NA,-0.239,50,0,-0.979,-0.796,0
"4806",NA,-0.834,50,0,0.545,-0.622,0
"4807",NA,-0.129,50,0,-0.849,0.744,0
"4808",NA,-0.258,50,0,-0.066,-0.823,0
"4809",NA,-0.705,3.6,0,-0.684,0.186,0
"4810",NA,0.765,50,0,0.626,-0.764,0
"4811",NA,0.544,50,0,1.309,0.693,0
"4812",NA,-0.531,50,0,0.383,1.084,0
"4813",NA,-0.14,46,0,-0.499,0.178,0
"4814",NA,-0.689,29.1,0,1.075,-0.989,0
"4815",NA,0.185,50,0,-0.749,-0.139,0
"4816",NA,-1.263,50,0,0.984,-0.005,0
"4817",NA,0.23,50,0,-1.312,-0.002,0
"4818",NA,0.048,50,0,0.332,0.619,0
"4819",NA,0.988,50,0,-0.708,-1.701,0
"4820",NA,0.385,50,0,-0.076,-0.671,0
"4821",NA,0.017,43.5,0,-0.497,0.46,0
"4822",NA,-0.628,28.3,0,0.535,-0.203,0
"4823",NA,-0.249,50,0,-0.602,0.973,0
"4824",NA,-1.236,50,0,-0.983,-0.555,0
"4825",NA,1.014,8.7,0,0.786,0.827,0
"4826",NA,-0.511,50,0,-0.888,-0.342,0
"4827",NA,0.336,24.1,0,0.029,0.963,0
"4828",NA,0.151,39.2,0,-0.902,0.274,0
"4829",NA,1.249,33.7,0,-0.189,0.25,0
"4830",NA,-0.841,49.9,1,-0.732,-0.057,0
"4831",NA,0.068,44.4,0,0.048,0.749,0
"4832",NA,-1.864,50,0,0.46,0.376,0
"4833",NA,-0.931,50,0,0.487,-1.812,0
"4834",NA,-0.756,50,0,-0.638,0.646,0
"4835",NA,0.198,32.6,0,0.173,-0.533,0
"4836",NA,0.66,50,0,0.067,-0.662,0
"4837",NA,0.127,50,0,1.402,1.383,0
"4838",NA,0.951,50,0,0.218,0.924,0
"4839",NA,-0.032,42.8,1,0.09,-0.916,0
"4840",NA,0.237,50,0,-1.172,0.334,0
"4841",NA,0.894,50,0,0.543,-0.898,0
"4842",NA,-1.488,50,0,-0.361,0.393,0
"4843",NA,0.689,50,0,-0.219,-0.102,0
"4844",NA,-0.287,25.8,0,-0.247,0.135,0
"4845",NA,-0.955,50,0,0.399,-1.181,0
"4846",NA,0.131,49.6,1,0.976,-0.504,0
"4847",NA,-0.877,50,0,1.075,-0.771,0
"4848",NA,-0.5,50,0,0.281,0.073,0
"4849",NA,1.184,44.1,1,0.753,0.311,0
"4850",NA,-0.235,50,0,0.055,-0.492,0
"4851",NA,-0.034,50,0,-0.25,1.072,0
"4852",NA,0.497,41.5,0,0.963,-0.245,0
"4853",NA,0.145,50,0,-0.029,1.444,0
"4854",NA,0.225,50,0,0.287,-1.285,0
"4855",NA,-0.214,50,0,-0.741,0.394,0
"4856",NA,-0.832,30.7,0,-1.277,-0.459,0
"4857",NA,-0.823,34.4,0,-1.089,-0.812,0
"4858",NA,1.253,38.9,1,-0.544,-0.21,0
"4859",NA,-0.523,50,0,-0.991,0.057,0
"4860",NA,0.312,5.5,0,-0.619,-0.035,0
"4861",NA,-0.147,50,0,-1.159,-0.253,0
"4862",NA,-0.284,28,0,-0.712,-0.341,0
"4863",NA,1.18,27.5,0,0.371,1.668,0
"4864",NA,0.228,19.9,0,-0.206,-0.78,0
"4865",NA,-0.892,50,0,-0.749,0.265,0
"4866",NA,0.26,50,0,-0.311,0.32,0
"4867",NA,0.582,50,0,-0.542,-1.252,0
"4868",NA,1.747,50,0,0.51,-0.75,0
"4869",NA,-0.62,10.7,0,-1.044,0.05,0
"4870",NA,-0.278,11.3,0,0.722,-0.966,0
"4871",NA,0.422,50,0,0.619,0.093,0
"4872",NA,-0.024,50,0,0.606,0.815,0
"4873",NA,0.28,50,0,0.372,-1.17,0
"4874",NA,0.812,46.6,1,0.149,0.688,0
"4875",NA,-1.011,50,0,0.175,-0.214,0
"4876",NA,-0.327,50,0,-0.246,-0.518,0
"4877",NA,0.614,19.6,0,0.228,0.568,0
"4878",NA,0.232,50,0,0.698,0.215,0
"4879",NA,-0.128,50,0,-0.15,-0.426,0
"4880",NA,0.934,46.6,0,-0.617,-0.9,0
"4881",NA,0.409,29.3,1,-0.283,1.425,0
"4882",NA,0.008,50,0,-0.298,-0.485,0
"4883",NA,-1.019,14.3,0,-1.042,0.057,0
"4884",NA,0.373,50,0,-0.445,0.901,0
"4885",NA,0.036,50,0,-0.37,-1.627,0
"4886",NA,0.064,5.4,0,0.797,-0.491,0
"4887",NA,-0.218,50,0,-0.274,-0.038,0
"4888",NA,0.272,50,0,0.587,-0.491,0
"4889",NA,0.508,44.3,1,0.254,2.232,0
"4890",NA,0.11,50,0,0.065,0.005,0
"4891",NA,-0.208,24.9,0,-0.532,-0.3,0
"4892",NA,0.388,50,0,1.078,0.734,0
"4893",NA,-0.766,50,0,0.743,-0.415,0
"4894",NA,-0.485,34.4,0,0.193,0.139,0
"4895",NA,-0.356,50,0,-0.091,0.879,0
"4896",NA,-0.021,44.5,0,-0.379,-0.569,0
"4897",NA,-1.52,32.2,0,-0.021,-0.311,0
"4898",NA,-0.146,50,0,-0.048,0.403,0
"4899",NA,-0.485,17,0,0.239,0.601,0
"4900",NA,-0.004,16.2,0,-0.093,1.316,0
"4901",NA,-0.21,43.3,0,0.97,0.714,0
"4902",NA,1.175,14.5,0,0.178,0.977,0
"4903",NA,0.265,50,0,0.185,-0.899,0
"4904",NA,-0.132,31.8,0,-0.885,0.458,0
"4905",NA,-0.541,50,0,-0.478,1.126,0
"4906",NA,-0.085,50,0,0.868,1.354,0
"4907",NA,-0.133,50,0,-0.593,-0.229,0
"4908",NA,-0.591,1.2,0,0.309,1.745,0
"4909",NA,-0.026,2.1,0,1.044,1.177,0
"4910",NA,0.496,50,0,0.713,0.15,0
"4911",NA,0.037,48.6,1,-1.118,-1.31,0
"4912",NA,0.301,50,0,0.371,0.538,0
"4913",NA,0.301,28.2,0,-0.063,-0.548,0
"4914",NA,0.349,5.7,0,-0.688,0.755,0
"4915",NA,0.58,31.8,0,0.382,-0.404,0
"4916",NA,0.911,50,0,0.689,-0.103,0
"4917",NA,-0.237,33.1,0,1.14,0.143,0
"4918",NA,0.447,22.8,0,1.298,-0.672,0
"4919",NA,0.531,50,0,-0.965,0.809,0
"4920",NA,-1.218,50,0,0.199,-0.981,0
"4921",NA,-0.898,50,0,-0.333,0.545,0
"4922",NA,-0.281,50,0,0.828,0.328,0
"4923",NA,-0.517,14.5,0,-0.068,-0.149,0
"4924",NA,-1.443,50,0,0.567,-0.861,0
"4925",NA,0.419,50,0,-0.045,0.706,0
"4926",NA,0.785,50,0,-0.144,0.391,0
"4927",NA,0.328,29.9,0,0.197,-0.636,0
"4928",NA,0.289,50,0,0.209,-0.418,0
"4929",NA,0.05,40.1,0,0.686,-0.549,0
"4930",NA,-0.883,50,0,0.266,-0.801,0
"4931",NA,-0.395,50,0,0.76,0.04,0
"4932",NA,0.598,50,0,0.514,-1.019,0
"4933",NA,1.216,39.6,0,0.987,0.598,0
"4934",NA,1.017,31.8,0,1.229,0.012,0
"4935",NA,-0.67,47.6,0,0.54,0.345,0
"4936",NA,0.526,0.8,0,-0.109,-0.032,0
"4937",NA,0.313,26.3,0,0.148,0.302,0
"4938",NA,-0.803,0.2,0,0.335,-0.405,0
"4939",NA,-0.16,10.8,0,-0.346,0.535,0
"4940",NA,-0.391,50,0,0.37,0.525,0
"4941",NA,-0.315,50,0,-0.859,-1.774,0
"4942",NA,0.042,50,0,0.311,0.322,0
